price,accommodates,bedrooms,beds,bathrooms,guests_included,reviews_per_month,number_of_reviews,host_listings_count,longitude,latitude
66.0,4,1.0,2.0,1.0,2,1.99,33,1.0,-9177384.142450452,5305450.1087087365
55.0,2,1.0,1.0,1.0,1,4.68,207,2.0,-9177407.010964796,5306566.408724814
85.0,2,0.0,1.0,1.0,1,3.01,37,1.0,-9177201.023573933,5306453.83234263
175.0,6,2.0,3.0,1.0,2,1.58,45,2.0,-9177955.532119978,5306091.574785725
105.0,2,1.0,1.0,1.0,1,0.2,1,1.0,-9177962.532845316,5305640.863180895
55.0,3,1.0,3.0,1.0,1,4.7,203,2.0,-9178327.031093946,5304507.824336375
150.0,5,2.0,2.0,1.0,6,0.35,6,3.0,-9177845.64323437,5304968.913852331
40.0,1,1.0,1.0,1.0,1,0.35,6,37.0,-9177601.564566778,5304421.50940451
59.0,2,1.0,2.0,2.0,1,2.77,182,1.0,-9177493.073918775,5304459.3992022835
80.0,2,1.0,1.0,1.0,1,0.3,3,2.0,-9177065.555408154,5305830.6708036475
200.0,5,2.0,3.0,1.0,4,0.99,3,1.0,-9178042.50933312,5306245.49354088
60.0,3,0.0,1.0,1.0,1,1.32,14,2.0,-9178458.607123367,5305878.6991731655
59.0,2,1.0,1.0,1.0,1,4.06,86,2.0,-9177577.685281739,5305298.942886385
575.0,8,4.0,5.0,3.0,0,0.79,5,1.0,-9177137.441603236,5305252.087438869
40.0,1,1.0,1.0,1.0,1,0.23,4,37.0,-9177531.756026296,5304420.999358979
139.0,2,1.0,1.0,1.0,1,1.29,21,1.0,-9177612.26239046,5304345.5857024435
70.0,4,1.0,2.0,1.0,1,1.41,12,2.0,-9178078.221399348,5304812.110651275
85.0,4,1.0,1.0,1.0,2,2.05,35,2.0,-9177751.839284705,5304464.386337666
259.0,4,2.0,2.0,1.0,1,0.27,1,354.0,-9178334.150780102,5305275.085343696
70.0,2,1.0,1.0,1.5,2,2.25,66,1.0,-9178577.551531836,5305808.184195794
166.0,6,2.0,4.0,1.0,1,0.2,2,36.0,-9177002.431481225,5306613.5171220815
99.0,4,1.0,2.0,1.0,2,4.23,70,1.0,-9177324.116626384,5305957.0793281915
110.0,2,1.0,1.0,1.0,1,1.73,25,1.0,-9177594.414711658,5305438.0406921115
100.0,4,1.0,2.0,1.0,2,1.51,6,1.0,-9178658.129866673,5305804.04159666
250.0,7,3.0,4.0,1.0,1,0.88,5,1.0,-9177902.312861402,5304966.062242067
150.0,4,1.0,2.0,1.0,1,0.13,2,5.0,-9177710.450237537,5304102.456222896
200.0,5,1.0,2.0,1.0,1,0.98,2,1.0,-9177000.04859954,5305749.930216836
95.0,2,1.0,1.0,1.0,2,0.41,1,4.0,-9178196.94460867,5304755.346928098
40.0,1,1.0,1.0,1.0,1,0.35,6,37.0,-9177643.138151212,5304502.913826471
215.0,4,2.0,2.0,1.0,1,1.06,5,1.0,-9177371.524860322,5304793.611537086
110.0,2,1.0,1.0,1.0,1,6.57,46,1.0,-9177496.595415536,5305997.5488957465
249.0,5,3.0,3.0,1.0,1,0.19,1,1.0,-9177365.303586682,5306652.536649676
295.0,8,3.0,3.0,2.0,8,2.41,41,1.0,-9177591.83961725,5305546.650075218
90.0,2,1.0,1.0,1.0,2,0.66,52,3.0,-9178019.475650761,5304855.370125362
85.0,2,0.0,1.0,1.0,0,0.37,5,1.0,-9177760.351309408,5305255.150841304
40.0,1,1.0,1.0,1.0,1,0.18,3,37.0,-9177508.679232305,5304574.070692794
40.0,2,1.0,1.0,1.5,1,0.85,32,2.0,-9178009.068188693,5306718.543455392
245.0,8,4.0,4.0,2.0,4,1.0,1,1.0,-9177957.056950467,5306412.022414914
130.0,2,1.0,1.0,1.0,1,0.31,2,1.0,-9177387.042448487,5305992.123838769
210.0,4,3.0,2.0,1.5,1,0.36,6,1.0,-9177203.088810293,5305835.867539024
439.0,6,2.0,3.0,2.5,4,0.68,11,1.0,-9177260.271246865,5306714.96791857
95.0,3,1.0,1.0,1.0,2,1.79,13,1.0,-9177094.565181132,5306807.1980353
109.0,4,2.0,3.0,1.0,2,2.88,36,1.0,-9177220.877624702,5306604.630559124
40.0,1,1.0,1.0,1.0,1,0.3,5,37.0,-9177667.279478716,5304492.583656499
175.0,4,2.0,1.0,1.0,4,0.43,4,1.0,-9177705.662684467,5305002.61749082
80.0,3,1.0,2.0,1.0,2,1.38,69,2.0,-9177212.50184881,5305768.329413806
105.0,2,1.0,1.0,1.0,1,1.15,3,1.0,-9177130.548919039,5305881.201010821
100.0,4,2.0,3.0,1.0,3,4.56,12,1.0,-9178106.749435304,5304680.929267575
40.0,1,1.0,1.0,1.0,1,0.41,7,37.0,-9177543.15539994,5304386.652424164
160.0,6,2.0,4.0,1.0,4,2.45,30,1.0,-9177048.545077188,5305399.055373008
55.0,2,1.0,1.0,1.0,1,5.27,64,2.0,-9177403.07557706,5306402.438074088
55.0,3,1.0,2.0,1.0,1,0.39,16,2.0,-9177816.910446737,5306226.417881518
150.0,2,1.0,1.0,2.5,1,0.31,14,4.0,-9178175.503609788,5304583.147799686
95.0,6,2.0,2.0,1.0,2,3.98,17,2.0,-9177190.170438327,5305186.449307209
155.0,4,2.0,2.0,1.0,4,0.23,1,7.0,-9177363.634470265,5306731.69541113
55.0,2,1.0,1.0,1.0,1,3.72,17,1.0,-9177073.140261795,5305724.718192162
40.0,1,1.0,1.0,1.0,1,0.28,4,37.0,-9177624.841486989,5304508.654352297
250.0,7,3.0,5.0,2.0,7,0.24,4,3.0,-9177846.744786933,5305080.059506301
145.0,2,0.0,1.0,1.0,2,2.57,44,1.0,-9177367.216090774,5306349.002828119
54.0,2,1.0,1.0,1.0,1,4.18,100,2.0,-9177681.178325525,5305432.969028995
99.0,4,1.0,1.0,1.0,1,1.76,3,1.0,-9177354.085701795,5304684.789504242
254.0,8,3.0,3.0,3.0,7,1.69,70,5.0,-9178087.419834549,5304854.586312123
100.0,3,0.0,2.0,1.0,1,4.52,84,1.0,-9176893.753204213,5306678.748892964
65.0,2,1.0,1.0,1.0,2,3.07,36,1.0,-9177191.57652753,5305142.434845176
150.0,4,2.0,2.0,1.0,2,2.16,86,1.0,-9178038.082977807,5304668.970256282
140.0,2,1.0,1.0,1.0,2,0.23,1,2.0,-9177976.495682899,5304205.356435162
45.0,3,1.0,2.0,1.0,1,0.36,15,2.0,-9178001.88303447,5306421.352046662
74.0,3,1.0,2.0,1.0,1,2.57,18,2.0,-9177101.74971548,5306654.144937434
60.0,2,1.0,2.0,1.0,2,1.0,1,1.0,-9176996.652960362,5305723.321592835
135.0,4,1.0,1.0,1.0,2,1.12,32,1.0,-9177729.588526443,5306215.4623315465
85.0,2,1.0,1.0,1.0,2,0.89,10,1.0,-9178656.45023545,5305731.695713013
310.0,8,3.0,3.0,2.0,4,0.65,47,3.0,-9177933.873580797,5304896.356254196
40.0,1,1.0,1.0,1.0,1,0.36,3,37.0,-9177658.710661149,5304540.014726985
245.0,8,3.0,3.0,2.5,6,1.22,38,5.0,-9178155.935166482,5305646.683176995
65.0,2,1.0,1.0,1.5,1,0.92,25,1.0,-9177648.41027952,5305786.906121631
57.0,2,1.0,1.0,1.0,2,2.63,83,2.0,-9178253.746167187,5305910.258411519
75.0,2,0.0,1.0,1.0,1,1.0,1,1.0,-9177204.487692937,5305218.054806724
120.0,3,0.0,1.0,1.0,2,5.87,44,2.0,-9178058.642296769,5306001.417592563
120.0,6,1.0,6.0,1.0,2,0.58,32,3.0,-9177938.046438346,5304930.9368189415
40.0,2,1.0,1.0,1.0,1,3.43,4,1.0,-9178331.959034203,5304414.391569104
490.0,12,6.0,6.0,3.0,6,1.29,24,2.0,-9177612.477429453,5304312.956497015
50.0,2,1.0,1.0,1.0,2,0.72,2,1.0,-9177064.744454173,5306813.101853274
200.0,6,2.0,2.0,1.0,2,0.81,5,1.0,-9177904.958317237,5304158.625706373
40.0,1,1.0,1.0,1.0,1,0.2,1,37.0,-9177522.860450663,5304515.523767003
95.0,2,1.0,1.0,1.0,1,5.88,88,1.0,-9177291.079030696,5304884.470827184
160.0,2,1.0,1.0,1.0,1,0.25,1,1.0,-9178314.104786864,5305237.548570815
55.0,2,1.0,1.0,2.0,1,3.08,49,3.0,-9177965.078485448,5306466.448632517
85.0,2,1.0,1.0,1.0,1,1.42,5,1.0,-9178218.69394972,5305544.138498496
144.0,5,2.0,3.0,1.0,1,2.74,32,1.0,-9177758.990603508,5306787.310097203
115.0,4,0.0,2.0,1.0,2,1.98,86,3.0,-9177135.171378296,5305348.550415812
55.0,2,1.0,1.0,2.0,1,4.56,73,3.0,-9178198.703297088,5306108.767151174
95.0,3,1.0,1.0,1.0,1,0.7,11,1.0,-9178340.28662197,5305442.967641674
95.0,4,1.0,2.0,1.0,2,4.29,118,2.0,-9179159.349087171,5304037.039809284
50.0,2,1.0,1.0,1.0,1,0.65,1,3.0,-9180753.395196045,5303547.315976167
445.0,6,3.0,2.0,2.5,1,0.88,6,1.0,-9180026.275016509,5303576.696736322
75.0,2,1.0,1.0,1.0,1,1.54,7,1.0,-9179807.600916635,5304052.3001871435
100.0,4,2.0,2.0,1.0,1,1.61,5,1.0,-9180074.212366851,5304605.128657161
130.0,2,1.0,1.0,1.0,1,0.37,2,1.0,-9179346.544507403,5304135.16632998
235.0,5,3.0,3.0,3.0,3,0.29,5,1.0,-9179616.70325982,5304129.531514151
100.0,4,1.0,1.0,1.0,1,0.86,1,1.0,-9179460.619798245,5304026.017519595
120.0,2,1.0,1.0,1.0,1,0.44,2,1.0,-9180380.60589883,5304673.198504461
80.0,4,0.0,2.0,1.0,1,2.23,21,1.0,-9180430.383318702,5304786.679934793
110.0,5,2.0,3.0,1.0,4,2.64,60,1.0,-9179767.551588211,5303875.068381722
395.0,9,4.0,5.0,3.0,9,0.04,2,1.0,-9180648.034024274,5303873.461544621
88.0,2,1.0,1.0,1.0,1,3.07,21,2.0,-9179762.132021772,5303677.857225788
55.0,2,1.0,1.0,1.0,1,3.54,31,1.0,-9180763.978046551,5303446.381988868
145.0,2,0.0,1.0,1.0,2,2.76,23,1.0,-9180709.57814657,5303831.742712014
425.0,6,3.0,3.0,2.0,1,1.24,38,1.0,-9179502.627048751,5303390.231105113
114.0,2,1.0,1.0,1.0,2,2.89,66,2.0,-9180111.89642521,5303442.28010499
110.0,3,1.0,1.0,1.0,2,3.18,63,1.0,-9179274.5218129,5304011.43516012
300.0,5,2.0,4.0,2.0,1,0.07,2,1.0,-9180628.693819663,5304486.52716204
117.0,2,1.0,1.0,1.0,2,3.17,72,2.0,-9180257.084523544,5303276.48468559
275.0,4,2.0,2.0,1.0,4,4.26,28,1.0,-9180605.302941,5303549.9736725595
85.0,2,1.0,1.0,1.5,2,7.5,25,1.0,-9179557.648432031,5303580.526002824
53.0,2,1.0,1.0,1.0,1,2.07,27,1.0,-9180886.386624249,5303862.88367515
107.0,4,2.0,2.0,1.0,1,6.1,24,4.0,-9180500.78130917,5303741.730940067
348.0,6,2.0,2.0,2.0,1,0.97,6,1.0,-9180256.516227534,5303688.2605235735
89.0,4,2.0,3.0,1.0,2,2.54,10,1.0,-9180515.62132352,5304881.093530361
89.0,7,3.0,3.0,1.0,4,5.98,52,1.0,-9180269.76934377,5304417.263156648
89.0,2,1.0,1.0,1.0,1,1.92,11,1.0,-9180541.966863599,5304463.653556532
209.0,2,1.0,1.0,1.0,1,0.04,1,1.0,-9180868.681014016,5304330.4766501
76.0,2,1.0,1.0,1.0,1,1.13,4,2.0,-9179903.305249006,5303664.533945722
74.0,4,2.0,2.0,1.0,2,2.34,28,1.0,-9180675.45021232,5303667.184035725
250.0,6,3.0,2.0,3.0,5,0.04,1,1.0,-9179421.92886967,5303744.647401069
180.0,4,2.0,2.0,1.0,1,1.3,7,1.0,-9179042.712453471,5303950.57336856
179.0,5,2.0,2.0,1.0,1,0.88,6,1.0,-9180358.58276181,5304705.265097358
115.0,4,2.0,3.0,1.0,2,0.67,17,3.0,-9180886.318803422,5303650.6245450135
140.0,5,2.0,2.0,1.0,1,1.24,8,1.0,-9179452.701674262,5303455.029749838
150.0,4,2.0,4.0,1.5,4,0.41,2,2.0,-9179648.473836176,5304092.638295161
70.0,3,1.0,2.0,1.0,1,1.36,20,1.0,-9179451.745540578,5304088.030751084
300.0,6,3.0,3.0,2.0,1,0.32,6,2.0,-9179266.772083137,5304051.015574662
99.0,1,1.0,1.0,1.0,1,0.14,1,1.0,-9179617.516204882,5304085.49890827
89.0,4,2.0,2.0,1.0,1,2.86,12,1.0,-9179047.961579774,5303817.70709936
84.0,2,1.0,1.0,1.5,1,1.18,8,1.0,-9180744.74089712,5303819.160898927
97.0,3,1.0,1.0,1.0,2,1.93,13,1.0,-9180177.892196178,5303305.534016121
116.0,4,2.0,2.0,1.0,1,0.51,7,1.0,-9180618.396600628,5304327.518557815
150.0,2,1.0,1.0,1.0,1,1.84,9,4.0,-9179620.976852996,5303635.442296563
110.0,4,2.0,2.0,1.0,1,3.02,112,1.0,-9180419.242940966,5303524.339398111
265.0,8,3.0,4.0,2.5,1,0.6,12,34.0,-9179412.147147175,5304157.19061695
115.0,6,2.0,2.0,1.0,2,1.39,10,1.0,-9180867.783808028,5303732.400755067
109.0,2,1.0,1.0,1.0,2,2.48,81,1.0,-9177512.511034945,5307405.315319175
60.0,2,1.0,1.0,1.5,1,0.77,42,3.0,-9177888.204734296,5308657.72074007
249.0,6,3.0,3.0,3.0,1,1.62,37,1.0,-9177612.832587874,5308421.66216894
250.0,7,3.0,3.0,3.0,1,0.07,2,1.0,-9178378.365466058,5308330.570657969
100.0,4,3.0,1.0,2.0,1,0.04,1,1.0,-9176887.21949,5306992.149929507
74.0,2,0.0,1.0,1.0,2,1.55,3,1.0,-9177185.212373396,5307518.326716206
235.0,4,2.0,2.0,1.0,2,0.03,1,2.0,-9177146.733947119,5308200.347196152
99.0,5,2.0,2.0,1.0,1,0.23,4,4.0,-9177791.86047969,5307039.781004634
96.0,3,1.0,1.0,1.0,2,1.97,56,2.0,-9177797.505027758,5308824.940075351
92.0,4,1.0,2.0,1.0,2,5.62,41,1.0,-9177711.20274907,5307144.984479016
85.0,4,1.0,2.0,1.0,1,2.14,6,1.0,-9177248.2519922,5306998.187619065
55.0,4,1.0,2.0,1.0,2,1.51,11,2.0,-9177091.66332428,5307171.185560352
55.0,4,1.0,1.0,1.0,2,1.42,5,1.0,-9176898.25511245,5307104.205871003
80.0,2,1.0,1.0,1.0,1,0.36,1,1.0,-9176963.038926354,5307413.039574911
145.0,6,2.0,3.0,1.0,2,2.51,135,2.0,-9178457.957908398,5307989.250598673
180.0,4,2.0,2.0,1.0,2,2.76,55,1.0,-9177656.94954271,5307244.358160073
140.0,5,2.0,3.0,1.0,0,1.01,5,1.0,-9176944.713966535,5307298.790134398
140.0,2,1.0,1.0,1.0,1,2.06,14,1.0,-9177417.847230379,5307329.973363881
40.0,2,1.0,1.0,1.0,1,7.02,107,1.0,-9176867.15957968,5307521.205171742
145.0,2,1.0,1.0,1.0,1,2.0,2,1.0,-9177882.367441846,5308595.507706343
225.0,4,2.0,2.0,1.0,4,0.65,22,1.0,-9178363.23475753,5308900.734642047
450.0,7,3.0,1.0,1.0,5,0.12,1,1.0,-9177062.68590768,5308330.912533751
175.0,4,2.0,2.0,1.0,2,0.62,28,2.0,-9178350.137695678,5308158.464277204
550.0,12,6.0,6.0,3.0,4,0.18,5,1.0,-9177517.267179312,5308132.200403601
130.0,2,1.0,1.0,1.0,1,0.25,1,1.0,-9177266.385191124,5308391.104331802
300.0,4,3.0,3.0,1.0,1,0.21,1,1.0,-9177145.305271521,5306974.444579924
79.0,6,3.0,3.0,1.5,3,2.3,92,2.0,-9177507.12279066,5307358.732275534
59.0,2,1.0,1.0,1.0,1,2.77,11,1.0,-9177260.85088177,5307341.325404643
140.0,2,1.0,1.0,1.0,1,0.09,4,2.0,-9177195.03073664,5308213.279028626
60.0,2,1.0,1.0,1.5,1,0.9,34,2.0,-9178131.24827689,5306658.531000981
100.0,5,2.0,2.0,1.5,1,4.36,48,1.0,-9177074.80352249,5307574.7787948605
40.0,2,1.0,1.0,1.5,1,0.46,30,3.0,-9177801.19252252,5308544.188662547
99.0,4,1.0,2.0,1.0,1,0.63,3,2.0,-9177989.976007547,5307009.048393981
45.0,2,1.0,1.0,1.5,1,0.72,18,3.0,-9177787.54164627,5308531.377578539
75.0,3,1.0,2.0,1.0,1,4.57,78,1.0,-9178492.275306234,5308665.666639091
119.0,2,0.0,1.0,1.0,2,3.39,25,1.0,-9177631.82022012,5307305.066682494
99.0,2,1.0,2.0,1.0,1,0.22,1,2.0,-9177961.069170224,5306771.573294978
225.0,6,3.0,3.0,1.0,4,0.45,2,2.0,-9177045.42920674,5307156.569806469
85.0,2,1.0,1.0,1.0,1,3.25,47,1.0,-9177287.865448264,5307949.9723357195
335.0,6,3.0,3.0,1.5,6,0.8,14,2.0,-9177050.75134779,5307261.598473909
79.0,2,1.0,1.0,1.0,2,0.27,4,1.0,-9176994.764497912,5307860.701966843
90.0,2,1.0,1.0,1.0,1,2.06,33,1.0,-9177463.220461654,5307374.627172979
111.0,2,1.0,1.0,1.5,1,1.74,13,1.0,-9178032.081202378,5308464.768640975
110.0,4,1.0,2.0,1.0,2,1.04,60,1.0,-9178110.715144001,5308263.23307949
325.0,8,3.0,2.0,2.0,6,0.9,6,1.0,-9177749.98234326,5308729.117134427
85.0,2,1.0,1.0,1.0,2,0.09,3,2.0,-9178457.565325977,5302558.310265644
190.0,2,1.0,1.0,1.0,2,0.4,7,1.0,-9178294.448728455,5301942.643664458
400.0,5,2.0,2.0,2.0,3,0.26,8,2.0,-9178396.49557641,5302550.404194412
141.0,4,1.0,2.0,1.0,2,7.63,29,2.0,-9178230.73114024,5302856.829547725
85.0,2,0.0,1.0,1.0,1,1.62,2,1.0,-9178334.215539532,5302463.969502705
775.0,8,4.0,6.0,4.0,6,0.92,9,1.0,-9178237.25613552,5302357.896656499
95.0,2,1.0,1.0,1.0,1,0.57,6,1.0,-9178440.913575483,5301855.412124546
122.0,3,1.0,1.0,1.0,2,1.62,11,1.0,-9178457.906091217,5302236.534176685
170.0,4,2.0,2.0,1.0,1,0.26,2,2.0,-9178462.913035225,5301971.398647351
65.0,2,1.0,1.0,1.0,1,3.75,4,1.0,-9178273.428256316,5302656.697952937
88.0,2,1.0,1.0,1.0,1,2.14,8,1.0,-9175240.775753802,5300314.727898164
125.0,5,2.0,2.0,1.0,4,4.39,132,1.0,-9175232.575073574,5300363.0868585985
145.0,5,2.0,2.0,2.0,4,0.6,3,5.0,-9175010.778700043,5301271.173786571
275.0,6,3.0,3.0,3.5,1,0.71,2,6.0,-9175157.230065813,5300283.247904042
60.0,1,1.0,1.0,1.0,1,1.4,7,1.0,-9175083.307320328,5300863.906842743
95.0,2,1.0,1.0,1.0,2,1.72,93,2.0,-9175002.067505877,5300285.802671998
140.0,2,0.0,1.0,1.0,1,3.91,24,3.0,-9175248.563455313,5299180.094380977
250.0,6,2.0,3.0,2.0,4,1.41,7,10.0,-9175041.819071183,5301160.399704964
225.0,5,2.0,3.0,1.0,3,0.36,11,2.0,-9175031.062016336,5300189.839679977
65.0,2,1.0,1.0,1.0,1,2.77,16,1.0,-9175360.344051637,5299196.044241545
78.0,2,1.0,1.0,1.0,1,1.46,2,2.0,-9175239.999344084,5300794.794290356
59.0,2,1.0,1.0,1.0,2,0.18,1,1.0,-9175200.033145783,5300813.597618241
55.0,2,1.0,1.0,1.0,1,1.35,27,1.0,-9175045.53822551,5301038.588290855
129.0,2,1.0,1.0,1.0,2,1.12,14,1.0,-9175074.449913891,5300941.36683698
65.0,2,1.0,1.0,1.0,1,4.97,28,2.0,-9175133.141024986,5300068.158821305
160.0,6,3.0,3.0,2.0,1,2.9,15,1.0,-9175113.0343637,5299898.196241583
75.0,2,1.0,1.0,1.0,1,0.31,6,1.0,-9175107.345342066,5299418.569171199
80.0,2,1.0,1.0,1.0,1,1.94,10,1.0,-9175156.745133942,5299303.74642389
95.0,2,1.0,1.0,1.0,1,1.75,8,2.0,-9175101.643508876,5299820.538792901
85.0,2,0.0,1.0,1.0,2,5.38,54,1.0,-9175297.973433495,5300427.453758139
99.0,6,2.0,4.0,1.0,4,2.19,66,3.0,-9175224.01787742,5300481.556965373
90.0,2,1.0,1.0,1.0,2,0.5,2,1.0,-9175391.065572603,5299858.082395087
73.0,4,1.0,2.0,1.5,2,0.94,6,1.0,-9174962.247449718,5299774.337005188
170.0,6,2.0,2.0,2.0,3,1.49,27,3.0,-9174924.960056217,5301073.8936489625
48.0,2,1.0,1.0,1.5,2,6.43,45,2.0,-9175330.288626451,5300537.490100774
90.0,2,1.0,1.0,2.0,1,1.64,8,1.0,-9175091.529655335,5301083.259871779
82.0,3,1.0,2.0,1.0,2,3.29,181,1.0,-9175067.122464592,5300202.688167846
199.0,4,2.0,2.0,1.0,4,0.19,3,1.0,-9175319.295498002,5300521.839223312
105.0,2,1.0,1.0,1.0,2,1.6,56,1.0,-9175174.35791749,5300262.584917641
250.0,8,2.0,2.0,2.0,4,0.22,1,2.0,-9175023.3455712,5300305.6030181255
75.0,2,1.0,1.0,1.0,1,1.1,30,1.0,-9174953.665026136,5300388.397213988
95.0,3,1.0,1.0,1.0,2,2.41,54,1.0,-9175093.665831916,5300682.430636631
150.0,4,1.0,2.0,1.0,2,2.19,10,10.0,-9175029.06975636,5301156.64574979
65.0,2,1.0,1.0,1.0,1,1.6,12,1.0,-9175308.767814001,5300276.569812024
120.0,3,1.0,1.0,1.0,1,1.36,8,1.0,-9175252.905444061,5300367.790200574
300.0,5,2.0,2.0,1.5,1,0.23,1,1.0,-9175068.946479576,5300994.795427932
89.0,2,1.0,1.0,1.0,0,5.32,25,3.0,-9175279.775226593,5300078.5372620905
109.0,2,1.0,1.0,1.0,1,2.77,46,1.0,-9175088.435626378,5300860.483627295
75.0,3,1.0,1.0,1.0,1,0.64,1,1.0,-9174992.482853526,5300000.718572117
99.0,6,2.0,3.0,1.0,4,1.69,10,3.0,-9175378.881217098,5299962.521402294
150.0,5,3.0,3.0,2.5,4,0.62,25,5.0,-9175005.873876475,5301318.541219459
175.0,6,3.0,4.0,1.5,4,2.0,2,1.0,-9175097.580428392,5299892.099330136
120.0,4,1.0,2.0,1.0,2,4.11,27,1.0,-9174977.7692441,5299734.005946791
45.0,2,1.0,1.0,1.0,1,1.0,1,2.0,-9175099.12099702,5300888.587926429
150.0,7,2.0,5.0,1.5,4,1.01,4,10.0,-9174940.117082832,5300735.844067761
50.0,2,1.0,1.0,1.5,0,7.2,12,2.0,-9175097.354611682,5300965.012930358
129.0,2,1.0,1.0,1.0,1,6.22,28,1.0,-9175329.819912938,5300747.683788432
295.0,6,3.0,3.0,3.5,1,1.07,22,6.0,-9175084.150722886,5300264.33163676
99.0,2,1.0,1.0,1.0,1,0.77,1,3.0,-9175340.488400763,5300569.469181508
175.0,6,2.0,3.0,2.5,6,2.52,17,1.0,-9175265.887313776,5300771.829368706
150.0,5,2.0,3.0,2.0,6,0.77,1,1.0,-9175253.431827417,5299813.712738526
109.0,2,1.0,1.0,1.0,1,0.32,6,2.0,-9175089.974132208,5300272.910417373
85.0,4,1.0,2.0,1.0,2,1.28,15,1.0,-9175026.088919342,5300877.467151893
80.0,3,1.0,1.0,1.0,2,3.58,35,1.0,-9175338.452113371,5299975.407300993
85.0,2,1.0,1.0,1.0,1,4.63,88,1.0,-9175323.863892341,5299143.170480214
200.0,4,2.0,2.0,2.0,1,0.48,1,1.0,-9174837.266485596,5299849.05937832
169.0,2,1.0,1.0,1.0,0,2.34,42,1.0,-9174451.726728668,5300870.975073193
130.0,4,1.0,2.0,1.0,4,2.6,13,1.0,-9174266.673678676,5300853.005210378
79.0,2,1.0,1.0,1.0,2,4.37,36,1.0,-9174548.259339456,5300652.840965196
125.0,1,1.0,1.0,1.0,1,2.19,11,3.0,-9174452.348981902,5300342.209118693
80.0,2,1.0,1.0,1.0,1,5.35,78,1.0,-9174127.860468395,5299863.236010055
66.0,2,1.0,1.0,1.0,1,0.88,6,1.0,-9174537.470372679,5300635.314543674
97.0,2,1.0,1.0,1.0,2,1.98,58,2.0,-9174454.747240057,5299748.948275427
58.0,2,1.0,1.0,1.0,1,2.21,11,1.0,-9173872.272933317,5300297.312659711
350.0,10,5.0,7.0,3.5,1,0.9,3,13.0,-9174448.143748602,5300502.411740513
375.0,4,2.0,2.0,1.5,1,0.2,1,1.0,-9174461.443454709,5300452.369239199
240.0,6,3.0,5.0,2.0,1,0.58,3,2.0,-9174754.811173348,5300049.753768206
189.0,5,2.0,2.0,1.0,1,0.29,1,1.0,-9174734.661401153,5300049.221524458
250.0,6,4.0,5.0,3.5,5,0.15,1,1.0,-9174697.63780505,5300052.696984067
125.0,6,2.0,2.0,1.0,2,5.08,31,1.0,-9174908.109808577,5299841.674481959
155.0,7,0.0,2.0,1.5,7,0.68,1,1.0,-9174382.451782377,5300497.076625997
195.0,8,4.0,5.0,3.0,1,0.37,2,1.0,-9174456.174711637,5299917.210574121
69.0,3,1.0,2.0,1.0,2,1.41,29,2.0,-9174859.285632852,5300649.683481241
200.0,3,0.0,1.0,1.0,2,0.7,12,1.0,-9174878.983050369,5299976.534266175
75.0,4,2.0,2.0,1.0,2,2.81,63,2.0,-9174595.291909525,5299738.558566349
135.0,2,0.0,1.0,1.0,1,3.24,26,1.0,-9174877.43888825,5300895.437092457
85.0,2,1.0,1.0,1.0,1,0.63,2,1.0,-9174443.8409156,5300224.7834613
110.0,4,2.0,2.0,1.0,2,1.0,1,1.0,-9174904.027787333,5300080.633646773
110.0,4,1.0,2.0,1.0,3,1.88,10,1.0,-9174647.7273249,5300615.05552561
250.0,5,2.0,2.0,1.0,1,1.0,1,1.0,-9174610.8568448,5299966.206060864
85.0,2,1.0,1.0,1.0,1,4.23,11,1.0,-9174359.404220846,5300114.935417622
50.0,1,1.0,1.0,1.5,1,2.04,11,1.0,-9174557.918629028,5300086.418035645
78.0,2,1.0,1.0,1.0,2,4.0,4,1.0,-9174085.97049265,5300577.910223422
95.0,2,1.0,1.0,1.0,1,4.05,65,2.0,-9174096.486005535,5300605.634824869
95.0,2,1.0,1.0,1.5,2,0.88,7,1.0,-9174599.765574185,5300781.055520447
175.0,6,3.0,2.0,2.5,4,0.61,2,2.0,-9174761.508508278,5300523.995863885
90.0,2,1.0,1.0,1.0,2,1.34,19,1.0,-9174773.810378408,5299731.953995165
68.0,1,1.0,1.0,1.0,1,0.24,1,1.0,-9174678.09491697,5300641.321862268
74.0,4,1.0,1.0,1.0,2,1.13,4,2.0,-9174780.242088815,5300515.769129355
500.0,4,3.0,3.0,2.0,1,0.32,6,1.0,-9174335.625288058,5300622.952954447
115.0,4,1.0,2.0,1.0,2,2.24,11,1.0,-9173923.061904592,5300561.284686022
115.0,4,1.0,2.0,1.0,2,3.22,53,1.0,-9174257.176042033,5300875.096162506
125.0,2,1.0,1.0,1.0,1,0.98,21,1.0,-9174749.483259358,5300667.65407924
350.0,8,3.0,4.0,3.0,1,0.32,2,1.0,-9174592.699860051,5300187.147621943
140.0,6,2.0,3.0,1.0,2,6.9,60,1.0,-9174093.824538898,5300564.780897124
80.0,2,1.0,1.0,1.0,1,1.89,64,1.0,-9175595.04248154,5306089.885379439
145.0,5,2.0,2.0,2.0,2,0.59,10,34.0,-9175496.24763846,5305973.209437054
150.0,6,1.0,3.0,1.0,2,0.98,3,1.0,-9175824.54541865,5306558.429353716
65.0,1,1.0,1.0,1.0,1,0.29,2,34.0,-9175463.234332481,5305961.592623002
65.0,3,1.0,1.0,1.0,1,1.36,14,1.0,-9176156.485315844,5306011.803123121
41.0,2,1.0,1.0,1.0,1,5.53,14,21.0,-9175929.036357535,5305981.473942168
